ipa	etymological_group
jɛ s ɑ ŋ	sino
jɛ s ʌ n	sino
jɛ s o k	sino
jɛ s u l	sino
jɛ s i	sino
jɛ ja k	sino
jɛ ʌ n	sino
jɛ wɛ	sino
jɛ ɰi	sino
jɛ tɕ ʌ n	native
jɛ tɕ ʌ l	sino
jɛ tɕ ʌ ŋ	sino
jɛ tɕʰ ɑ n	sino
jɛ tɕʰ ɯ k	sino
o k ɑ	sino
o k i	sino
o n ɯ l	native
o t i o	loan
o l ɑ p i	native
o l ɑ k	sino
o l ɛ	native
o l ɛ n tɕ i	loan
o l ju	sino
o l i	native
o m jo	sino
o p ɛ k	sino
o p* ɑ	native
o s ɛ k	sino
o jʌ m	sino
o i	native
o i l	sino
o tɕ ʌ n	sino
o tɕ o n	loan
o tɕ u k	sino
o tɕ u m	native
o tɕ i ŋ ʌ	native
o tɕʰ ɑ	sino
o kʰ ɛ s ɯ tʰ ɯ l ɑ	loan
o tʰ o p ɑ i	loan
o pʰ ɛ l ɑ	loan
o pʰ ɯ n	loan
o pʰ i s ɯ tʰ ɛ l	loan
o h ɛ	sino
o h u	sino
o k s ɑ ŋ	sino
o n	sino
o n k i	sino
o n n ɑ n	sino
o n t o	sino
o n l ɑ i n	loan
o n s i l	sino
o n tɕʰ ʌ n	sino
o n h wa	sino
o l l i m pʰ i k	loan
o l kʰ ɛ	native
o l h ɛ	native
o p s jʌ n	loan
o s	native
o ŋ h o	sino
wa	native
wa i n	loan
wa tɕ u ŋ	sino
wa h ɛ	sino
wa n k ɑ ŋ	sino
wa n k jʌ l	sino
wa n k o ŋ	sino
wa n l jo	sino
wa n s ʌ ŋ	sino
wa n s u	sino
wa n tɕ ʌ n	sino
wa n h wa	sino
wa ŋ k u k	sino
wa ŋ k u ŋ	sino
wa ŋ l ɛ	sino
wa ŋ p o k	sino
wa ŋ p i	sino
wa ŋ s ʌ ŋ	sino
wa ŋ s i l	sino
wa ŋ wi	sino
wa ŋ tɕ ɑ	sino
wa ŋ tɕ o	sino
wɛ	native
wɛ k o k	sino
wɛ k ɑ	sino
wɛ k wa	sino
wɛ k wa k	sino
wɛ k jo	sino
wɛ k u k	sino
wɛ l ɛ	sino
wɛ l o u m	native
wɛ m o	sino
wɛ m u	sino
wɛ p u	sino
wɛ s ɛ	sino
wɛ s i k	sino
wɛ s i n	sino
wɛ ja ŋ	sino
wɛ tɕ ɑ	sino
wɛ tɕ ɛ	sino
wɛ tɕʰ u l	sino
wɛ tɕʰ i	sino
wɛ tɕʰ i m	native
wɛ tʰ u	sino
wɛ h jʌ ŋ	sino
wɛ h wa	sino
wɛ h wa n	sino
jo k ʌ n	sino
jo k ɯ m	sino
jo l ɑ n	sino
jo l ja ŋ	sino
jo l jʌ ŋ	sino
jo l i	sino
jo p ʌ p	sino
jo s o	sino
jo s u l	sino
jo ja k	sino
jo ja ŋ	sino
jo i n	sino
jo tɕ ʌ ŋ	sino
jo tɕ i	sino
jo tɕ i k	sino
jo tɕʰ ʌ ŋ	sino
jo tɕʰ ɛ	sino
jo tɕʰ u	sino
jo h ɑ	sino
jo h ɑ n	sino
jo k	sino
jo k k u	sino
jo k m ɑ ŋ	sino
jo k s ʌ l	sino
jo k s i l	sino
jo k s i m	sino
jo k tɕ ʌ ŋ	sino
jo k tɕ o	sino
jo ŋ	sino
jo ŋ k ju	sino
jo ŋ k i	sino
jo ŋ n ɑ p	sino
jo ŋ t o	sino
jo ŋ l ja ŋ	sino
jo ŋ m o	sino
jo ŋ s ʌ	sino
jo ŋ ɛ k	sino
jo ŋ ʌ	sino
jo ŋ jʌ k	sino
jo ŋ ɰi	sino
jo ŋ i n	sino
jo ŋ tɕ i	sino
jo ŋ pʰ u m	sino
u k ʌ tɕ i	native
u k i	sino
u t u m ʌ l i	native
u l ja ŋ	sino
u l jʌ	sino
u m u l	native
u p ɑ l	sino
u p ɑ ŋ	sino
u s ɑ n	sino
u s ɑ ŋ	sino
u s ʌ n	sino
u s ɛ	sino
u s u	sino
u s ɯ p	sino
u s ɯ ŋ	sino
u jʌ n	sino
u jʌ l	sino
u u l	sino
u wʌ l	sino
u wi	sino
u ju	sino
u i k	sino
u tɕ u	sino
u tɕʰ ɯ k	sino
u pʰ jʌ n	sino
u h o	sino
u h wa	sino
u h wɛ	sino
u n	sino
u n t o ŋ	sino
u n m jʌ ŋ	sino
u n p ɑ n	sino
u n s o ŋ	sino
u n jʌ ŋ	sino
u n jo ŋ	sino
u n u n	sino
u n tɕ ʌ n	sino
u n h ɑ	sino
u n h ɑ ŋ	sino
u n h ɛ ŋ	sino
u l	native
u l l i m	native
u l p u n	sino
u l s ɑ n	sino
u l tɕʰ ɑ ŋ	sino
u l tʰ ɑ l i	native
u m tɕ i k i m	native
u s k i	native
u ŋ t ʌ ŋ i	native
u ŋ p jʌ n	sino
u ŋ tɕ ɑ ŋ	sino
wʌ t ɯ	loan
wʌ n	sino
wʌ n k ɑ	sino
wʌ n k jʌ k	sino
wʌ n k o	sino
wʌ n k ɯ m	sino
wʌ n n ɛ	sino
wʌ n n jʌ n	sino
wʌ n t ɑ n	sino
wʌ n l ɛ	sino
wʌ n l o	sino
wʌ n l jo	sino
wʌ n l i	sino
wʌ n m ɑ n	sino
wʌ n m ɑ ŋ	sino
wʌ n m u n	sino
wʌ n p o n	sino
wʌ n s ɑ n	sino
wʌ n s ɛ k	sino
wʌ n s ʌ	sino
wʌ n s o	sino
wʌ n s u	sino
wʌ n s u ŋ i	native
wʌ n s i	sino
wʌ n s i m	sino
wʌ n ju	sino
wʌ n i n	sino
wʌ n tɕ ɑ	sino
wʌ n tɕ ɑ k	sino
wʌ n tɕ ɑ ŋ	sino
wʌ n tɕ ʌ ŋ	sino
wʌ n tɕ o	sino
wʌ n tɕ u	sino
wʌ n tɕʰ ʌ n	sino
wʌ n tɕʰ i k	sino
wʌ n tʰ o ŋ	sino
wʌ n pʰ i s ɯ	loan
wʌ n h ɑ n	sino
wʌ n h jʌ ŋ	sino
wʌ n h wa l	sino
wʌ l k ɑ n	sino
wʌ l k jʌ ŋ	sino
wʌ l k ɯ p	sino
wʌ l n ɑ m	sino
wʌ l m ɑ l	sino
wʌ l p u k	sino
wɛ i tʰ ʌ	loan
wɛ p	loan
wi k jɛ	sino
wi k i	sino
wi l jʌ k	sino
wi l o	sino
wi p ɑ n	sino
wi p ɛ	sino
wi s ɛ ŋ	sino
wi s ʌ n	sino
wi s ʌ ŋ	sino
wi s ɛ	sino
wi s ɯ kʰ i	loan
wi s i n	sino
wi ɑ m	sino
wi ʌ m	sino
wi wʌ n	sino
wi i n	sino
wi i m	sino
wi tɕ ɑ ŋ	sino
wi tɕ o	sino
wi tɕ u	sino
wi tɕʰ u k	sino
wi tɕʰ i	sino
wi tʰ ɑ k	sino
wi tʰ ɛ	sino
wi h ɛ	sino
wi h ʌ n	sino
wi h ʌ m	sino
wi h jʌ p	sino
ju k ɑ	sino
ju k ɑ m	sino
ju k o	sino
ju k o l	sino
ju k o ŋ	sino
ju k jo	sino
ju k i	sino
ju n jʌ n	sino
ju n jʌ m	sino
ju n ɯ ŋ	sino
ju n i pʰ o m	loan
ju t o	sino
ju t o k	sino
ju t o ŋ	sino
ju l ʌ p	loan
ju l jʌ k	sino
ju l jʌ ŋ	sino
ju l jɛ	sino
ju l jo	sino
ju l i	sino
ju l i n	sino
ju m ɑ ŋ	sino
ju m ʌ	loan
ju m jʌ ŋ	sino
ju m o	sino
ju m u	sino
ju m u l	sino
ju p ɑ l	sino
ju p ɑ ŋ	sino
ju p ɛ	sino
ju p o	sino
ju s ɑ	sino
ju s ɑ n	sino
ju s ʌ	sino
ju s ʌ n	sino
ju s ɛ	sino
ju s i n	sino
ju ɑ	sino
ju ʌ n	sino
ju ɛ n	loan
ju jʌ k	sino
ju jʌ n	sino
ju jɛ	sino
ju jo ŋ	sino
ju ɰi	sino
ju i k	sino
ju i n	sino
ju i l	sino
ju i p	sino
ju tɕ ʌ k	sino
ju tɕ ʌ n	sino
ju tɕ o k	sino
ju tɕ wɛ	sino
ju tɕ i	sino
ju tɕʰ ɑ k	sino
ju tɕʰ u	sino
ju tɕʰ u l	sino
ju tɕʰ i	sino
ju kʰ wɛ	sino
ju tʰ o pʰ i ɑ	loan
ju tʰ o ŋ	sino
ju pʰ o	sino
ju h ɑ k	sino
ju h ɑ n	sino
ju h ɛ	sino
ju h ɛ ŋ	sino
ju h jʌ l	sino
ju h jʌ ŋ	sino
ju h o k	sino
ju h jo	sino
ju h ɰi	sino
ju k	sino
ju k k u n	sino
ju k p ɑ k	sino
ju k s ɑ	sino
ju k s ɑ ŋ	sino
ju k s ʌ ŋ	sino
ju k s i k	sino
ju k s i n	sino
ju k ɑ	sino
ju k tɕ u ŋ	sino
ju k tɕ i	sino
ju k tɕʰ ɛ	sino
ju n k ʌ n	sino
ju n k wa k	sino
ju n k i	sino
ju n l i	sino
ju l t o ŋ	sino
ju ŋ tɕ ɑ	sino
ju ŋ tʰ o ŋ	sino
ju ŋ h ɑ p	sino
ɯ t* ɯ m	native
ɯ n k ɯ n	sino
ɯ n ju	sino
ɯ n tʰ wɛ	sino
ɯ n pʰ jɛ	sino
ɯ n h ɑ	sino
ɯ n h ɛ ŋ	sino
ɯ n h jɛ	sino
ɯ m	sino
ɯ m l jʌ k	sino
ɯ m l jo	sino
ɯ m m o	sino
ɯ m m i	sino
ɯ m p ɑ n	sino
ɯ m s ɑ n	sino
ɯ m s ʌ ŋ	sino
ɯ m s i k	sino
ɯ m ɑ k	sino
ɯ m ja ŋ	sino
ɯ m tɕ u	sino
ɯ m h ja ŋ	sino
ɯ p	sino
ɯ p n ɛ	sino
ɯ ŋ	sino
ɯ ŋ k ɯ p	sino
ɯ ŋ t ɑ p	sino
ɯ ŋ s i	sino
ɯ ŋ jo ŋ	sino
ɯ ŋ wʌ n	sino
ɯ ŋ tɕ i ŋ	sino
ɰi	sino
ɰi k ʌ	sino
ɰi k jʌ n	sino
ɰi k jʌ l	sino
ɰi k jʌ ŋ	sino
ɰi n o n	sino
ɰi t ɛ	sino
ɰi t o	sino
ɰi l jɛ	sino
ɰi l wɛ	sino
ɰi l jo	sino
ɰi l ju	sino
ɰi l i	sino
ɰi m u	sino
ɰi m u n	sino
ɰi p jʌ ŋ	sino
ɰi p o k	sino
ɰi s ɑ	sino
ɰi s ɑ ŋ	sino
ɰi s ʌ k	sino
ɰi s i k	sino
ɰi s i m	sino
ɰi ɑ	sino
ɰi ja k	sino
ɰi wɛ	sino
ɰi jo k	sino
ɰi wʌ n	sino
ɰi ɰi	sino
ɰi tɕ ɑ	sino
ɰi tɕ ɑ ŋ	sino
ɰi tɕ ʌ ŋ	sino
ɰi tɕ ɛ	sino
ɰi tɕ o n	sino
ɰi tɕ i	sino
ɰi h ɑ k	sino
ɰi h o k	sino
ɰi h wɛ	sino
i k ʌ	sino
i k jʌ n	sino
i k u k	sino
i k wʌ n	sino
i k i	sino
i n ɑ m	sino
i n ɛ	sino
i n jʌ m	sino
i t ɑ n	sino
i t ɛ o l l o k i	loan
i t o ŋ	sino
i t ɯ k	sino
i l ɑ n	sino
i l ɛ	sino
i l jʌ k	sino
i l jɛ	sino
i l o n	sino
i l ɯ m	native
i l i	sino
i m ɑ	native
i m ɛ i l	loan
i m jʌ n	sino
i m o	sino
i m i	sino
i m i tɕ i	loan
i m i n	sino
i p ɑ tɕ i	native
i p ɛ k	sino
i p ɛ n tʰ ɯ	loan
i p jʌ l	sino
i p u k	sino
i p u l	native
i p* ɑ l	native
i s ɑ	sino
i s ɑ n	sino
i s ɑ ŋ	sino
i s ɛ k	sino
i s ʌ ŋ	sino
i s u	sino
i s ju	loan
i s ɯ l	native
i s ɯ l l ɑ m	loan
i s ɯ ŋ	native
i s i k	sino
i ja k i	native
i ja ŋ	sino
i ʌ	sino
i o n	loan
i wa n	sino
i wa ŋ	sino
i wɛ	sino
i jo ŋ	sino
i u s	native
i wʌ n	sino
i ju	sino
i ju n	sino
i ɰi	sino
i i k	sino
i tɕ ɑ	sino
i tɕ ɑ ŋ	sino
i tɕ ʌ k	sino
i tɕ ʌ n	sino
i tɕ ʌ m	sino
i tɕ o	sino
i tɕ u	sino
i tɕ u ŋ	sino
i tɕ i l	sino
i tɕʰ ʌ n	sino
i tɕʰ ɛ	sino
i tɕʰ i	sino
i tʰ ɑ l	sino
i tʰ ɯ l	native
i pʰ ɑ l i	native
i pʰ o	sino
i h ɑ	sino
i h ɛ	sino
i h ɛ ŋ	sino
i h o n	sino
i h u	sino
i k	sino
i k m jʌ ŋ	sino
i k s ɑ l	native
i n	sino
i n k ɑ	sino
i n k ɑ n	sino
i n k jʌ k	sino
i n k o ŋ	sino
i n k wa	sino
i n k u	sino
i n k wʌ n	sino
i n k ɯ n	sino
i n k i	sino
i n n ɛ	sino
i n t o	sino
i n t i ʌ n	loan
i n l jʌ k	sino
i n l ju	sino
i n m ɛ k	sino
i n m u n	sino
i n m u l	sino
i n m i n	sino
i n p u	sino
i n s ɑ	sino
i n s ɑ m	sino
i n s ɑ ŋ	sino
i n s ɛ k	sino
i n s ɛ ŋ	sino
i n s ʌ n	sino
i n s ʌ ŋ	sino
i n s wɛ	sino
i n s u	sino
i n s ju l l i n	loan
i n s ɯ tʰ ʌ n tʰ ɯ	loan
i n s i k	sino
i n s i m	sino
i n jʌ n	sino
i n jo ŋ	sino
i n wʌ n	sino
i n wi	sino
i n tɕ ɛ	sino
i n tɕ ʌ p	sino
i n tɕ ʌ ŋ	sino
i n tɕ ɛ	sino
i n tɕ o	sino
i n tɕ o ŋ	sino
i n tɕ u n	sino
i n tɕ ɯ ŋ	sino
i n tɕ i	sino
i n tɕ i l	sino
i n tɕʰ ʌ n	sino
i n tɕʰ ɛ	sino
i n tɕʰ u l	sino
i n tɕʰ i	sino
i n tɕʰ i ŋ	sino
i n tʰ ʌ n ɛ s	loan
i n tʰ ʌ p ju	loan
i n tʰ ɛ l i ʌ	loan
i n pʰ ɑ	sino
i n pʰ ɯ l ɑ	loan
i n pʰ ɯ l l ɛ	loan
i n pʰ ɯ l l ɛ i s jʌ n	loan
i n h ɑ	sino
i n h jʌ ŋ	sino
i l k ɑ	sino
i l k ɑ k	sino
i l k wa	sino
i l k wa n	sino
i l k wa l	sino
i l k u	sino
i l k i	sino
i l t ɑ n	sino
i l t ɑ ŋ	sino
i l t ɛ	sino
i l t o ŋ	sino
i l t ɯ ŋ	sino
i l l jʌ n	sino
i l l ju	sino
i l l i	sino
i l m jʌ n	sino
i l m jʌ ŋ	sino
i l p ɑ n	sino
i l p ɑ ŋ	sino
i l p jʌ ŋ	sino
i l p o	sino
i l p o n	sino
i l p u	sino
i l s ɑ n	sino
i l s ɑ ŋ	sino
i l s ɛ ŋ	sino
i l s ʌ n	sino
i l s i	sino
i l s* u	native
i l wʌ n	sino
i l tɕ ɑ	sino
i l tɕ ʌ ŋ	sino
i l tɕ ɛ	sino
i l tɕ o ŋ	sino
i l tɕʰ ɑ	sino
i l tɕʰ ɛ	sino
i l tɕʰ u k	sino
i l tɕʰ i	sino
i l tʰ ɑ l	sino
i l h ɛ ŋ	sino
i l h wa	sino
i l h wa n	sino
i m k i	sino
i m t ɛ	sino
i m m jʌ ŋ	sino
i m m u	sino
i m p ɑ k	sino
i m s ɑ ŋ	sino
i m s i	sino
i m s i n	sino
i m ja	sino
i m jo ŋ	sino
i m wʌ n	sino
i m ɰi	sino
i m tɕ ɑ	native
i m tɕ ʌ ŋ	sino
i m tɕ o ŋ	sino
i p	native
i p k ɑ k	sino
i p k ʌ n	sino
i p k u	sino
i p k u k	sino
i p k ɯ m	sino
i p t ɑ ŋ	sino
i p t ɛ	sino
i p l jʌ k	sino
i p m u n	sino
i p p ʌ p	sino
i p s ɑ	sino
i p s u	sino
i p s u l	native
i p s i	sino
i p ja ŋ	sino
i p wʌ n	sino
i p tɕ ɑ	sino
i p tɕ ɑ ŋ	sino
i p tɕ u	sino
i p tɕ i	sino
i p tɕʰ ɑ l	sino
i p tɕʰ ɛ	sino
i p h ɑ k	sino
i p h ɑ ŋ	sino
i s	native
i ŋ ʌ	native
i ŋ jʌ	sino
i ŋ kʰ ɯ	loan
i ŋ tʰ ɛ	sino
tɕ i ɯ tɕ	native
tɕ ɑ k ɑ	sino
tɕ ɑ k ɑ k	sino
tɕ ɑ k ɑ l	native
tɕ ɑ k jʌ k	sino
tɕ ɑ k u k	native
tɕ ɑ k u ŋ	sino
tɕ ɑ k ɯ k	sino
tɕ ɑ k ɯ m	sino
tɕ ɑ k ɯ p	sino
tɕ ɑ k i	sino
tɕ ɑ k* u	native
tɕ ɑ n ɛ	native
tɕ ɑ n jʌ	sino
tɕ ɑ t o ŋ	sino
tɕ ɑ l ɑ	native
tɕ ɑ l ɑ k	native
tɕ ɑ l ɑ ŋ	native
tɕ ɑ l jo	sino
tɕ ɑ l u	native
tɕ ɑ l i	native
tɕ ɑ l i p	sino
tɕ ɑ m ɑ k	sino
tɕ ɑ m ɛ	sino
tɕ ɑ m jʌ ŋ	sino
tɕ ɑ m u n	sino
tɕ ɑ p ɑ l	sino
tɕ ɑ p ɛ k	sino
tɕ ɑ p o n	sino
tɕ ɑ p u	sino
tɕ ɑ s ɑ	sino
tɕ ɑ s ɑ n	sino
tɕ ɑ s ɑ l	sino
tɕ ɑ s ɑ ŋ	sino
tɕ ɑ s ɛ ŋ	sino
tɕ ɑ s ʌ n	sino
tɕ ɑ s ɛ	sino
tɕ ɑ s o n	sino
tɕ ɑ s u	sino
tɕ ɑ s i k	sino
tɕ ɑ s i n	sino
tɕ ɑ jʌ n	sino
tɕ ɑ wʌ n	sino
tɕ ɑ wi	sino
tɕ ɑ ju	sino
tɕ ɑ ju l	sino
tɕ ɑ ɰi	sino
tɕ ɑ tɕ ɛ	sino
tɕ ɑ tɕ ʌ ŋ	sino
tɕ ɑ tɕ ɛ	sino
tɕ ɑ tɕ u	sino
tɕ ɑ tɕ i n	sino
tɕ ɑ tɕ i l	sino
tɕ ɑ tɕʰ ʌ	sino
tɕ ɑ tɕʰ ʌ ŋ	sino
tɕ ɑ tɕʰ ɛ	sino
tɕ ɑ tɕʰ o	sino
tɕ ɑ tɕʰ i ŋ	sino
tɕ ɑ tʰ ɛ	sino
tɕ ɑ tʰ ɛ k	sino
tɕ ɑ pʰ ɑ n	sino
tɕ ɑ h ɛ ŋ	sino
tɕ ɑ h jʌ ŋ	sino
tɕ ɑ k	sino
tɕ ɑ k k ɑ	sino
tɕ ɑ k k o	sino
tɕ ɑ k k o k	sino
tɕ ɑ k n jʌ n	sino
tɕ ɑ k t o ŋ	sino
tɕ ɑ k m u n	sino
tɕ ɑ k m u l	sino
tɕ ɑ k p jʌ l	sino
tɕ ɑ k s ʌ ŋ	sino
tɕ ɑ k ʌ p	sino
tɕ ɑ k jo ŋ	sino
tɕ ɑ k wi	sino
tɕ ɑ k tɕ ɑ	sino
tɕ ɑ k tɕ ʌ n	sino
tɕ ɑ k tɕ ʌ ŋ	sino
tɕ ɑ k tɕ u ŋ	sino
tɕ ɑ k pʰ u m	sino
tɕ ɑ n t i	native
tɕ ɑ n i n	sino
tɕ ɑ n tɕ ɛ	sino
tɕ ɑ n tɕʰ i	native
tɕ ɑ n h o k	sino
tɕ ɑ l	native
tɕ ɑ m	native
tɕ ɑ m k* ɑ n	native
tɕ ɑ m p ɑ	loan
tɕ ɑ m p o k	sino
tɕ ɑ m s i	sino
tɕ ɑ m s i k	sino
tɕ ɑ m s i l	sino
tɕ ɑ m tɕ ɑ l i	native
tɕ ɑ m tɕ ʌ ŋ	sino
tɕ ɑ p	loan
tɕ ɑ p t ɑ m	sino
tɕ ɑ p s u	sino
tɕ ɑ p ɯ m	sino
tɕ ɑ p tɕ i	sino
tɕ ɑ p tɕʰ o	sino
tɕ ɑ ŋ k ɑ	native
tɕ ɑ ŋ k ɑ p	sino
tɕ ɑ ŋ k wa n	sino
tɕ ɑ ŋ k jo	sino
tɕ ɑ ŋ k u	native
tɕ ɑ ŋ k u n	sino
tɕ ɑ ŋ k i	sino
tɕ ɑ ŋ n ɑ n	native
tɕ ɑ ŋ n i m	native
tɕ ɑ ŋ t ɑ n	native
tɕ ɑ ŋ t ɑ m	sino
tɕ ɑ ŋ t ɛ	mix
tɕ ɑ ŋ l ɛ	sino
tɕ ɑ ŋ l jʌ	sino
tɕ ɑ ŋ l jɛ	sino
tɕ ɑ ŋ l o	sino
tɕ ɑ ŋ l o ŋ	sino
tɕ ɑ ŋ l ɯ	loan
tɕ ɑ ŋ m ɑ	native
tɕ ɑ ŋ m ɑ k	sino
tɕ ɑ ŋ m ɑ n	native
tɕ ɑ ŋ m jʌ n	sino
tɕ ɑ ŋ m o	sino
tɕ ɑ ŋ m i	sino
tɕ ɑ ŋ p jʌ k	sino
tɕ ɑ ŋ p jʌ ŋ	sino
tɕ ɑ ŋ p u	sino
tɕ ɑ ŋ s ɑ ŋ	sino
tɕ ɑ ŋ s ʌ ŋ	sino
tɕ ɑ ŋ s o	sino
tɕ ɑ ŋ s ɯ ŋ	native
tɕ ɑ ŋ s i k	sino
tɕ ɑ ŋ ɑ k	sino
tɕ ɑ ŋ ɛ	sino
tɕ ɑ ŋ ʌ m	sino
tɕ ɑ ŋ wɛ	sino
tɕ ɑ ŋ i n	sino
tɕ ɑ ŋ tɕ ɑ	sino
tɕ ɑ ŋ tɕ ɑ k	sino
tɕ ɑ ŋ tɕ ʌ m	sino
tɕ ɑ ŋ tɕ ʌ ŋ	sino
tɕ ɑ ŋ tɕʰ ɑ	sino
tɕ ɑ ŋ tɕʰ ɑ k	sino
tɕ ɑ ŋ pʰ jʌ n	sino
tɕ ɑ ŋ h ɛ	sino
tɕ ɑ ŋ h wa	sino
tɕ ɑ ŋ h wa ŋ	sino
tɕ ɛ	native
tɕ ɛ k ɑ n	sino
tɕ ɛ k ʌ n	sino
tɕ ɛ k jɛ	sino
tɕ ɛ k o	sino
tɕ ɛ n ɑ n	sino
tɕ ɛ n ɯ ŋ	sino
tɕ ɛ t ɑ n	sino
tɕ ɛ l ja ŋ	sino
tɕ ɛ l jo	sino
tɕ ɛ m u	sino
tɕ ɛ m u l	sino
tɕ ɛ m i	native
tɕ ɛ p ɑ l	sino
tɕ ɛ p ɛ	sino
tɕ ɛ s ɑ n	sino
tɕ ɛ s ɛ ŋ	sino
tɕ ɛ s u	sino
tɕ ɛ ɑ ŋ	sino
tɕ ɛ ja	sino
tɕ ɛ jʌ n	sino
tɕ ɛ wʌ n	sino
tɕ ɛ i l	sino
tɕ ɛ i m	sino
tɕ ɛ tɕ ʌ ŋ	sino
tɕ ɛ tɕ u	native
tɕ ɛ tɕ ɯ	loan
tɕ ɛ tɕ i k	sino
tɕ ɛ tɕʰ ɑ	sino
tɕ ɛ tɕʰ ɛ k i	native
tɕ ɛ tɕʰ o k	native
tɕ ɛ tɕʰ i	sino
tɕ ɛ kʰ i s	loan
tɕ ɛ pʰ jʌ n	sino
tɕ ɛ h ɑ k	sino
tɕ ɛ h ɛ	sino
tɕ ɛ h jʌ n	sino
tɕ ɛ h o n	sino
tɕ ɛ h wa	sino
tɕ ɛ h wa l	sino
tɕ ɛ h wɛ	sino
tɕ ɛ k	loan
tɕ ɛ ŋ p ɑ n	sino
tɕ ɛ ŋ ɰi	sino
tɕ ɛ ŋ tɕ ʌ m	sino
tɕ ɛ ŋ tɕʰ wi	sino
tɕ ʌ n ʌ l l i tɕ ɯ m	loan
tɕ ʌ n jʌ k	native
tɕ ʌ l i	sino
tɕ ʌ m jʌ ŋ	sino
tɕ ʌ p jʌ n	sino
tɕ ʌ s u l	sino
tɕ ʌ s ɯ ŋ	native
tɕ ʌ tɕ ɑ	sino
tɕ ʌ tɕ ɑ k	sino
tɕ ʌ tɕ o	sino
tɕ ʌ tɕ i	sino
tɕ ʌ tɕ i l	sino
tɕ ʌ tɕʰ u k	sino
tɕ ʌ h ɑ	sino
tɕ ʌ h ɑ ŋ	sino
tɕ ʌ h ɛ	sino
tɕ ʌ k k ɯ k	sino
tɕ ʌ k k ɯ m	sino
tɕ ʌ k t ɑ ŋ	sino
tɕ ʌ k t ɛ	sino
tɕ ʌ k l i p	sino
tɕ ʌ k m ɑ k	sino
tɕ ʌ k p ɑ l	sino
tɕ ʌ k p ʌ p	sino
tɕ ʌ k s ɛ k	sino
tɕ ʌ k s ʌ ŋ	sino
tɕ ʌ k s i	sino
tɕ ʌ k jo ŋ	sino
tɕ ʌ k ɯ ŋ	sino
tɕ ʌ k ɰi	sino
tɕ ʌ k tɕ ɑ	sino
tɕ ʌ k tɕ ʌ ŋ	sino
tɕ ʌ k h ɑ p	sino
tɕ ʌ n	sino
tɕ ʌ n k ɑ	sino
tɕ ʌ n k ɑ k	sino
tɕ ʌ n k ɑ l	sino
tɕ ʌ n k ɛ	sino
tɕ ʌ n k jʌ k	sino
tɕ ʌ n k jʌ ŋ	sino
tɕ ʌ n k jʌ ŋ l jʌ n	sino
tɕ ʌ n k o ŋ	sino
tɕ ʌ n k wa	sino
tɕ ʌ n k jo	sino
tɕ ʌ n k u k	sino
tɕ ʌ n k i	sino
tɕ ʌ n n jʌ n	sino
tɕ ʌ n n jʌ m	sino
tɕ ʌ n t ɑ l	sino
tɕ ʌ n t ɑ m	sino
tɕ ʌ n t ɑ ŋ	sino
tɕ ʌ n t o	sino
tɕ ʌ n t ɯ ŋ	sino
tɕ ʌ n l ɑ k	sino
tɕ ʌ n l ɛ	sino
tɕ ʌ n l ja k	sino
tɕ ʌ n l jʌ k	sino
tɕ ʌ n l jɛ	sino
tɕ ʌ n l ju	sino
tɕ ʌ n m ɑ ŋ	sino
tɕ ʌ n m jʌ n	sino
tɕ ʌ n m u	sino
tɕ ʌ n m u n	sino
tɕ ʌ n p ɑ n	sino
tɕ ʌ n p ɑ ŋ	sino
tɕ ʌ n p o	sino
tɕ ʌ n p o k	sino
tɕ ʌ n p u	sino
tɕ ʌ n s ɑ	sino
tɕ ʌ n s ɑ n	sino
tɕ ʌ n s ɛ ŋ	sino
tɕ ʌ n s ʌ n	sino
tɕ ʌ n s ʌ l	sino
tɕ ʌ n s ɛ	sino
tɕ ʌ n s o ŋ	sino
tɕ ʌ n s u	sino
tɕ ʌ n s u l	sino
tɕ ʌ n s ɯ ŋ	sino
tɕ ʌ n s i	sino
tɕ ʌ n s i n	sino
tɕ ʌ n ɛ k	sino
tɕ ʌ n jʌ k	sino
tɕ ʌ n jʌ n	sino
tɕ ʌ n jʌ m	sino
tɕ ʌ n jo ŋ	sino
tɕ ʌ n wʌ n	sino
tɕ ʌ n wʌ l	sino
tɕ ʌ n wi	sino
tɕ ʌ n ju l	sino
tɕ ʌ n i m	sino
tɕ ʌ n tɕ ɑ	sino
tɕ ʌ n tɕ ɛ ŋ	sino
tɕ ʌ n tɕ ʌ k	sino
tɕ ʌ n tɕ ɛ	sino
tɕ ʌ n tɕ u	sino
tɕ ʌ n tɕ i k	sino
tɕ ʌ n tɕ i n	sino
tɕ ʌ n tɕ i p	sino
tɕ ʌ n tɕʰ ɑ	sino
tɕ ʌ n tɕʰ ʌ l	sino
tɕ ʌ n tɕʰ ɛ	sino
tɕ ʌ n tʰ o ŋ	sino
tɕ ʌ n tʰ u	sino
tɕ ʌ n pʰ ɑ	sino
tɕ ʌ n h ɑ	sino
tɕ ʌ n h ɑ k	sino
tɕ ʌ n h ja ŋ	sino
tɕ ʌ n h jʌ ŋ	sino
tɕ ʌ n h wa	sino
tɕ ʌ n h wa n	sino
tɕ ʌ n h u	sino
tɕ ʌ l	native
tɕ ʌ l k ɑ m	sino
tɕ ʌ l k ju	sino
tɕ ʌ l t ɑ n	sino
tɕ ʌ l t o	sino
tɕ ʌ l m ɑ ŋ	sino
tɕ ʌ l p ɑ k	sino
